,"(mm) Precipitation (CHIRPS) at Anuradhapura, 2007-01-01 to 2025-12-31"
"2022-09-22",0
"2022-09-23",0
"2022-09-24",0
"2022-09-25",3.2633
"2022-09-26",3.5265
"2022-09-27",2.9927
"2022-09-28",2.9612
"2022-09-29",3.4042
"2022-09-30",1.704
"2022-10-01",0.7301
"2022-10-02",0.0361
"2022-10-03",2.1589
"2022-10-04",4.1036
"2022-10-05",13.153
"2022-10-06",0.6823
"2022-10-07",15.8424
"2022-10-08",3.4485
"2022-10-09",5.9023
"2022-10-10",4.9508
"2022-10-11",12.3542
"2022-10-12",6.0871
"2022-10-13",6.0095
"2022-10-14",13.1003
"2022-10-15",10.438
"2022-10-16",11.0061
"2022-10-17",0.8887
"2022-10-18",0.7377
"2022-10-19",13.4479
"2022-10-20",21.0648
"2022-10-21",14.3687
"2022-10-22",2.2487
"2022-10-23",3.5297
"2022-10-24",7.6749
"2022-10-25",19.6086
"2022-10-26",0
"2022-10-27",0
"2022-10-28",0
"2022-10-29",2.3999
"2022-10-30",4.787
"2022-10-31",6.4311
"2022-11-01",26.2272
"2022-11-02",10.7267
"2022-11-03",20.1411
"2022-11-04",31.0877
"2022-11-05",6.8513
"2022-11-06",0
"2022-11-07",8.2261
"2022-11-08",25.8233
"2022-11-09",22.7548
"2022-11-10",22.4844
"2022-11-11",6.326
"2022-11-12",15.384
"2022-11-13",9.5025
"2022-11-14",9.0591
"2022-11-15",0.9911
"2022-11-16",0
"2022-11-17",0.0332
"2022-11-18",2.2808
"2022-11-19",9.776
"2022-11-20",0.242
"2022-11-21",0
"2022-11-22",0.0199
"2022-11-23",0
"2022-11-24",0
"2022-11-25",0
"2022-11-26",0
"2022-11-27",0
"2022-11-28",0.6045
"2022-11-29",0
"2022-11-30",0
"2022-12-01",1.0558
"2022-12-02",11.543
"2022-12-03",7.0399
"2022-12-04",12.9679
"2022-12-05",8.6789
"2022-12-06",17.1262
"2022-12-07",28.0703
"2022-12-08",31.4805
"2022-12-09",10.0104
"2022-12-10",0
"2022-12-11",0.9948
"2022-12-12",7.0594
"2022-12-13",0.1501
"2022-12-14",0.1642
"2022-12-15",0
"2022-12-16",0
"2022-12-17",4.4353
"2022-12-18",9.7853
"2022-12-19",58.3678
"2022-12-20",25.9084
"2022-12-21",25.3121
"2022-12-22",3.8245
"2022-12-23",0
"2022-12-24",14.1823
"2022-12-25",50.0696
"2022-12-26",2.9107
"2022-12-27",0
"2022-12-28",0
"2022-12-29",0
"2022-12-30",0
"2022-12-31",8.32
"2023-01-01",0
"2023-01-02",0
"2023-01-03",0
"2023-01-04",0
"2023-01-05",0.0007
"2023-01-06",6.0691
"2023-01-07",13.2106
"2023-01-08",0
"2023-01-09",0
"2023-01-10",0
"2023-01-11",0
"2023-01-12",0.5682
"2023-01-13",0.0617
"2023-01-14",0
"2023-01-15",0
"2023-01-16",1.2093
"2023-01-17",0.2742
"2023-01-18",0
"2023-01-19",0
"2023-01-20",0
"2023-01-21",33.9445
"2023-01-22",1.2363
"2023-01-23",21.7724
"2023-01-24",4.4094
"2023-01-25",0
"2023-01-26",0
"2023-01-27",5.7949
"2023-01-28",0
"2023-01-29",0.2154
"2023-01-30",2.479
"2023-01-31",19.3954
"2023-02-01",43.0065
"2023-02-02",27.5028
"2023-02-03",0.1785
"2023-02-04",11.0623
"2023-02-05",2.2251
"2023-02-06",4.594
"2023-02-07",0.0004
"2023-02-08",0.008
"2023-02-09",0
"2023-02-10",0.1797
"2023-02-11",0.013
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",0
"2023-02-19",0
"2023-02-20",0
"2023-02-21",0
"2023-02-22",0
"2023-02-23",0
"2023-02-24",0
"2023-02-25",0
"2023-02-26",0
"2023-02-27",3.8378
"2023-02-28",8.8837
"2023-03-01",0.132
"2023-03-02",0.0063
"2023-03-03",0.0067
"2023-03-04",0.3078
"2023-03-05",0
"2023-03-06",0.0006
"2023-03-07",0.6109
"2023-03-08",0
"2023-03-09",0.0523
"2023-03-10",0.1541
"2023-03-11",0.1035
"2023-03-12",0
"2023-03-13",0
"2023-03-14",0
"2023-03-15",1.229
"2023-03-16",7.1013
"2023-03-17",0
"2023-03-18",2.2344
"2023-03-19",1.7788
"2023-03-20",3.9331
"2023-03-21",4.1328
"2023-03-22",16.4868
"2023-03-23",9.3235
"2023-03-24",0.6188
"2023-03-25",0
"2023-03-26",0.5724
"2023-03-27",0.0326
"2023-03-28",0
"2023-03-29",0.2788
"2023-03-30",0.0915
"2023-03-31",0.6979
"2023-04-01",1.3174
"2023-04-02",3.0827
"2023-04-03",1.6505
"2023-04-04",13.4555
"2023-04-05",0.044
"2023-04-06",0.5444
"2023-04-07",0
"2023-04-08",4.0553
"2023-04-09",1.3696
"2023-04-10",0
"2023-04-11",0
"2023-04-12",0
"2023-04-13",0
"2023-04-14",0.7895
"2023-04-15",2.3708
"2023-04-16",1.1385
"2023-04-17",0
"2023-04-18",0
"2023-04-19",0
"2023-04-20",0.765
"2023-04-21",0.8436
"2023-04-22",3.0228
"2023-04-23",2.521
"2023-04-24",4.11
"2023-04-25",5.7686
"2023-04-26",16.7808
"2023-04-27",4.5064
"2023-04-28",5.7569
"2023-04-29",12.2939
"2023-04-30",18.3294
"2023-05-01",60.8556
"2023-05-02",25.5189
"2023-05-03",10.7229
"2023-05-04",44.2349
"2023-05-05",19.3832
"2023-05-06",21.4309
"2023-05-07",26.5028
"2023-05-08",29.8327
"2023-05-09",35.7102
"2023-05-10",19.0403
"2023-05-11",5.9447
"2023-05-12",3.5445
"2023-05-13",0.4475
"2023-05-14",0
"2023-05-15",0
"2023-05-16",0
"2023-05-17",0
"2023-05-18",11.5471
"2023-05-19",2.3545
"2023-05-20",0.989
"2023-05-21",0.1723
"2023-05-22",8.8497
"2023-05-23",0.2521
"2023-05-24",0
"2023-05-25",0
"2023-05-26",0
"2023-05-27",0
"2023-05-28",0.548
"2023-05-29",18.442
"2023-05-30",11.4475
"2023-05-31",2.3267
"2023-06-01",0.4311
"2023-06-02",0.6147
"2023-06-03",0.0113
"2023-06-04",0.0076
"2023-06-05",0
"2023-06-06",0
"2023-06-07",0
"2023-06-08",0
"2023-06-09",0
"2023-06-10",0.0554
"2023-06-11",0
"2023-06-12",0
"2023-06-13",0
"2023-06-14",0
"2023-06-15",0.074
"2023-06-16",0
"2023-06-17",1.065
"2023-06-18",1.0167
"2023-06-19",0.1029
"2023-06-20",0.0131
"2023-06-21",0.683
"2023-06-22",0.0004
"2023-06-23",0
"2023-06-24",0
"2023-06-25",0.0142
"2023-06-26",0.2764
"2023-06-27",0.1529
"2023-06-28",0
"2023-06-29",0.1751
"2023-06-30",0
"2023-07-01",2.8706
"2023-07-02",5.8317
"2023-07-03",2.4796
"2023-07-04",0.7786
"2023-07-05",0.5338
"2023-07-06",2.8985
"2023-07-07",0
"2023-07-08",0
"2023-07-09",0
"2023-07-10",2.9286
"2023-07-11",3.6357
"2023-07-12",0.0198
"2023-07-13",0
"2023-07-14",0
"2023-07-15",0
"2023-07-16",0.8777
"2023-07-17",0
"2023-07-18",0.0029
"2023-07-19",0.0262
"2023-07-20",0.0146
"2023-07-21",0.0006
"2023-07-22",0
"2023-07-23",2.378
"2023-07-24",0.7929
"2023-07-25",0.0585
"2023-07-26",1.1788
"2023-07-27",0
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0
"2023-07-31",0.1248
"2023-08-01",0.0517
"2023-08-02",0
"2023-08-03",0
"2023-08-04",0
"2023-08-05",0.3362
"2023-08-06",0.5384
"2023-08-07",0
"2023-08-08",0
"2023-08-09",1.6372
"2023-08-10",0.8074
"2023-08-11",2.7861
"2023-08-12",0.21
"2023-08-13",0.2073
"2023-08-14",0.0055
"2023-08-15",0
"2023-08-16",0
"2023-08-17",0
"2023-08-18",0
"2023-08-19",0
"2023-08-20",0.001
"2023-08-21",0.7145
"2023-08-22",1.5667
"2023-08-23",0
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0
"2023-08-27",0
"2023-08-28",0.153
"2023-08-29",2.353
"2023-08-30",2.769
"2023-08-31",5.098
"2023-09-01",5.1969
"2023-09-02",0
"2023-09-03",0
"2023-09-04",0
"2023-09-05",0.5304
"2023-09-06",2.2445
"2023-09-07",0
"2023-09-08",0.0931
"2023-09-09",0
"2023-09-10",0
"2023-09-11",0.456
"2023-09-12",0.3689
"2023-09-13",0.0625
"2023-09-14",0
"2023-09-15",0
"2023-09-16",0.358
"2023-09-17",9.1622
"2023-09-18",3.1427
"2023-09-19",7.573
"2023-09-20",6.3942
"2023-09-21",5.2011
"2023-09-22",3.965
"2023-09-23",0.0224
"2023-09-24",0
"2023-09-25",0.0727
"2023-09-26",8.1293
"2023-09-27",1.8748
"2023-09-28",2.061
"2023-09-29",0
"2023-09-30",14.1804
"2023-10-01",3.4857
"2023-10-02",1.0649
"2023-10-03",5.1272
"2023-10-04",3.7739
"2023-10-05",2.3406
"2023-10-06",3.7313
"2023-10-07",4.1798
"2023-10-08",9.2851
"2023-10-09",11.3422
"2023-10-10",5.6269
"2023-10-11",11.4566
"2023-10-12",17.503
"2023-10-13",25.0251
"2023-10-14",18.6628
"2023-10-15",2.5942
"2023-10-16",3.5432
"2023-10-17",21.2144
"2023-10-18",7.1124
"2023-10-19",5.115
"2023-10-20",11.814
"2023-10-21",17.0709
"2023-10-22",5.5969
"2023-10-23",5.1426
"2023-10-24",2.9516
"2023-10-25",5.1181
"2023-10-26",0.1245
"2023-10-27",5.2993
"2023-10-28",14.9803
"2023-10-29",14.0244
"2023-10-30",6.0939
"2023-10-31",2.2309
"2023-11-01",31.9774
"2023-11-02",18.3974
"2023-11-03",37.9763
"2023-11-04",46.2312
"2023-11-05",21.7654
"2023-11-06",4.7234
"2023-11-07",9.5593
"2023-11-08",11.6689
"2023-11-09",20.509
"2023-11-10",0.5652
"2023-11-11",17.7128
"2023-11-12",14.4638
"2023-11-13",19.9057
"2023-11-14",5.9815
"2023-11-15",19.026
"2023-11-16",17.527
"2023-11-17",6.0369
"2023-11-18",17.9964
"2023-11-19",9.6368
"2023-11-20",8.2485
"2023-11-21",18.0488
"2023-11-22",27.863
"2023-11-23",0
"2023-11-24",4.239
"2023-11-25",0.1556
"2023-11-26",0.6773
"2023-11-27",0.994
"2023-11-28",6.1154
"2023-11-29",9.1274
"2023-11-30",5.2468
"2023-12-01",31.2881
"2023-12-02",21.706
"2023-12-03",1.9131
"2023-12-04",6.6303
"2023-12-05",5.8413
"2023-12-06",24.9408
"2023-12-07",22.8473
"2023-12-08",19.804
"2023-12-09",1.7871
"2023-12-10",26.4044
"2023-12-11",15.3529
"2023-12-12",0.8149
"2023-12-13",0
"2023-12-14",55.2882
"2023-12-15",23.2336
"2023-12-16",38.1802
"2023-12-17",0.7571
"2023-12-18",7.709
"2023-12-19",1.2826
"2023-12-20",2.0897
"2023-12-21",1.5395
"2023-12-22",2.2213
"2023-12-23",0
"2023-12-24",0.3054
"2023-12-25",0
"2023-12-26",0.1185
"2023-12-27",0.6242
"2023-12-28",7.2788
"2023-12-29",3.3117
"2023-12-30",0
"2023-12-31",0
"2024-01-01",5.1543
"2024-01-02",16.0466
"2024-01-03",0
"2024-01-04",0
"2024-01-05",0.5338
"2024-01-06",0
"2024-01-07",0.2045
"2024-01-08",20.5547
"2024-01-09",45.6669
"2024-01-10",58.0119
"2024-01-11",0.0964
"2024-01-12",0
"2024-01-13",0
"2024-01-14",0
"2024-01-15",0
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0.0179
"2024-01-19",0.0808
"2024-01-20",0
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",0
"2024-01-30",0
"2024-01-31",7.9224
"2024-02-01",0.4382
"2024-02-02",0
"2024-02-03",0
"2024-02-04",0
"2024-02-05",0
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0
"2024-02-09",0.152
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",0.0475
"2024-02-14",0
"2024-02-15",0
"2024-02-16",4.6129
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",0
"2024-02-21",0
"2024-02-22",0
"2024-02-23",0.3699
"2024-02-24",0
"2024-02-25",1.4937
"2024-02-26",0.8978
"2024-02-27",0.0113
"2024-02-28",0
"2024-02-29",0
"2024-03-01",1.2176
"2024-03-02",3.4938
"2024-03-03",0
"2024-03-04",0
"2024-03-05",0.1556
"2024-03-06",0.4698
"2024-03-07",0.0126
"2024-03-08",0
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0
"2024-03-15",0
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",0.024
"2024-03-22",2.5279
"2024-03-23",0
"2024-03-24",0.3721
"2024-03-25",0
"2024-03-26",0.2134
"2024-03-27",9.5855
"2024-03-28",0
"2024-03-29",0
"2024-03-30",0
"2024-03-31",2.3586
"2024-04-01",3.5285
"2024-04-02",7.2076
"2024-04-03",0.567
"2024-04-04",0.0424
"2024-04-05",0
"2024-04-06",0.0097
"2024-04-07",0.0268
"2024-04-08",0
"2024-04-09",0
"2024-04-10",0
"2024-04-11",4.8085
"2024-04-12",4.9282
"2024-04-13",0.9224
"2024-04-14",4.758
"2024-04-15",10.5021
"2024-04-16",0.8277
"2024-04-17",0
"2024-04-18",0.3094
"2024-04-19",1.1842
"2024-04-20",0.5594
"2024-04-21",4.8838
"2024-04-22",0
"2024-04-23",1.7563
"2024-04-24",0.3211
"2024-04-25",3.1931
"2024-04-26",0
"2024-04-27",0.1213
"2024-04-28",0
"2024-04-29",8.8409
"2024-04-30",1.8606
"2024-05-01",0
"2024-05-02",0.0032
"2024-05-03",0.0083
"2024-05-04",0.0093
"2024-05-05",1.4325
"2024-05-06",3.1937
"2024-05-07",6.6309
"2024-05-08",7.4853
"2024-05-09",4.8907
"2024-05-10",16.9847
"2024-05-11",13.1323
"2024-05-12",13.6956
"2024-05-13",14.2959
"2024-05-14",26.2395
"2024-05-15",5.9523
"2024-05-16",40.7768
"2024-05-17",10.8796
"2024-05-18",18.0892
"2024-05-19",10.2017
"2024-05-20",4.7841
"2024-05-21",1.9802
"2024-05-22",9.1714
"2024-05-23",7.1889
"2024-05-24",13.9712
"2024-05-25",8.9435
"2024-05-26",4.7761
"2024-05-27",0.0279
"2024-05-28",0
"2024-05-29",0
"2024-05-30",0
"2024-05-31",0.1454
"2024-06-01",3.0162
"2024-06-02",3.6947
"2024-06-03",0.1848
"2024-06-04",0
"2024-06-05",0.4868
"2024-06-06",0.2669
"2024-06-07",0.7806
"2024-06-08",0.5182
"2024-06-09",0.01
"2024-06-10",0.0041
"2024-06-11",0.0493
"2024-06-12",0.0366
"2024-06-13",0.0137
"2024-06-14",0.0314
"2024-06-15",0.011
"2024-06-16",0.0022
"2024-06-17",0
"2024-06-18",0.0098
"2024-06-19",0.0156
"2024-06-20",0
"2024-06-21",0
"2024-06-22",0
"2024-06-23",0
"2024-06-24",0
"2024-06-25",0.1731
"2024-06-26",0.0582
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-06-30",0
"2024-07-01",0.3734
"2024-07-02",0
"2024-07-03",0
"2024-07-04",3.0906
"2024-07-05",0.0759
"2024-07-06",4.0388
"2024-07-07",0.0973
"2024-07-08",0.8904
"2024-07-09",0.0299
"2024-07-10",0
"2024-07-11",0.0174
"2024-07-12",0
"2024-07-13",1.8235
"2024-07-14",0.2642
"2024-07-15",5.1951
"2024-07-16",2.3106
"2024-07-17",0.02
"2024-07-18",0
"2024-07-19",0.0034
"2024-07-20",0
"2024-07-21",0.0366
"2024-07-22",0
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",0.0215
"2024-07-27",0
"2024-07-28",0
"2024-07-29",0
"2024-07-30",0.5947
"2024-07-31",0
"2024-08-01",0.0801
"2024-08-02",0
"2024-08-03",6.9823
"2024-08-04",6.4447
"2024-08-05",3.9292
"2024-08-06",3.0801
"2024-08-07",3.3265
"2024-08-08",4.6543
"2024-08-09",2.504
"2024-08-10",1.7843
"2024-08-11",6.9647
"2024-08-12",0.3599
"2024-08-13",1.2209
"2024-08-14",2.5421
"2024-08-15",1.3493
"2024-08-16",2.8587
"2024-08-17",2.4613
"2024-08-18",5.6626
"2024-08-19",3.5647
"2024-08-20",4.4875
"2024-08-21",1.4285
"2024-08-22",2.6812
"2024-08-23",0.9656
"2024-08-24",0.8354
"2024-08-25",0.4205
"2024-08-26",0.1005
"2024-08-27",0.1895
"2024-08-28",2.1597
"2024-08-29",2.4997
"2024-08-30",2.6819
"2024-08-31",1.2067
"2024-09-01",0
"2024-09-02",3.5568
"2024-09-03",0
"2024-09-04",1.1844
"2024-09-05",2.2787
"2024-09-06",6.233
"2024-09-07",0.0455
"2024-09-08",1.4272
"2024-09-09",0
"2024-09-10",0
"2024-09-11",0.1509
"2024-09-12",0.209
"2024-09-13",0.375
"2024-09-14",0.317
"2024-09-15",0.7462
"2024-09-16",0
"2024-09-17",0.763
"2024-09-18",0
"2024-09-19",0
"2024-09-20",0.7778
"2024-09-21",0
"2024-09-22",0.1668
"2024-09-23",1.2434
"2024-09-24",0
"2024-09-25",0
"2024-09-26",1.6827
"2024-09-27",11.1506
"2024-09-28",0.3032
"2024-09-29",1.2143
"2024-09-30",1.4799
"2024-10-01",18.7977
"2024-10-02",6.8569
"2024-10-03",2.3578
"2024-10-04",3.7586
"2024-10-05",5.6303
"2024-10-06",23.1776
"2024-10-07",14.3777
"2024-10-08",14.3569
"2024-10-09",17.9293
"2024-10-10",10.1109
"2024-10-11",3.4098
"2024-10-12",2.5051
"2024-10-13",11.582
"2024-10-14",12.1964
"2024-10-15",9.9127
"2024-10-16",0.0468
"2024-10-17",0
"2024-10-18",3.2519
"2024-10-19",4.9791
"2024-10-20",10.9239
"2024-10-21",20.8403
"2024-10-22",5.6714
"2024-10-23",10.6916
"2024-10-24",0.0169
"2024-10-25",8.0422
"2024-10-26",8.067
"2024-10-27",0.4412
"2024-10-28",3.3253
"2024-10-29",0.798
"2024-10-30",11.2428
"2024-10-31",19.4304
"2024-11-01",22.432
"2024-11-02",9.6202
"2024-11-03",6.3131
"2024-11-04",0.9689
"2024-11-05",0.0006
"2024-11-06",0
"2024-11-07",6.056
"2024-11-08",51.5581
"2024-11-09",6.8165
"2024-11-10",0
"2024-11-11",0
"2024-11-12",12.188
"2024-11-13",10.4471
"2024-11-14",6.1384
"2024-11-15",6.026
"2024-11-16",0.0842
"2024-11-17",0.0542
"2024-11-18",0.4099
"2024-11-19",7.7496
"2024-11-20",19.9337
"2024-11-21",12.9667
"2024-11-22",7.5356
"2024-11-23",22.7115
"2024-11-24",45.5808
"2024-11-25",41.4737
"2024-11-26",56.9866
"2024-11-27",41.2199
"2024-11-28",25.5796
"2024-11-29",27.9944
"2024-11-30",0
"2024-12-01",0
"2024-12-02",0
"2024-12-03",0
"2024-12-04",0.0441
"2024-12-05",0
"2024-12-06",0
"2024-12-07",0
"2024-12-08",0
"2024-12-09",0
"2024-12-10",0.0707
"2024-12-11",3.1638
"2024-12-12",19.3269
"2024-12-13",6.0804
"2024-12-14",12.5824
"2024-12-15",0.0428
"2024-12-16",22.7256
"2024-12-17",3.0788
"2024-12-18",0
"2024-12-19",0.1841
"2024-12-20",4.7435
"2024-12-21",3.1687
"2024-12-22",0
"2024-12-23",0
"2024-12-24",0
"2024-12-25",0
"2024-12-26",0
"2024-12-27",3.9167
"2024-12-28",0.0108
"2024-12-29",0
"2024-12-30",30.8882
"2024-12-31",15.6511
"2025-01-01",18.4055
"2025-01-02",0.9812
"2025-01-03",0
"2025-01-04",0.3692
"2025-01-05",0
"2025-01-06",0
"2025-01-07",0.0655
"2025-01-08",0
"2025-01-09",6.6003
"2025-01-10",1.3487
"2025-01-11",3.9169
"2025-01-12",22.0924
"2025-01-13",0.0611
"2025-01-14",36.0224
"2025-01-15",5.6181
"2025-01-16",0.0358
"2025-01-17",0.23
"2025-01-18",46.7654
"2025-01-19",40.1943
"2025-01-20",0
"2025-01-21",15.8744
"2025-01-22",16.6691
"2025-01-23",1.2191
"2025-01-24",2.1142
"2025-01-25",12.7112
"2025-01-26",8.4189
"2025-01-27",0.2777
"2025-01-28",1.8644
"2025-01-29",2.4776
"2025-01-30",6.569
"2025-01-31",0
"2025-02-01",0
"2025-02-02",0
"2025-02-03",0
"2025-02-04",0
"2025-02-05",0
"2025-02-06",0.0124
"2025-02-07",0.1066
"2025-02-08",0.158
"2025-02-09",0.0012
"2025-02-10",0.7043
"2025-02-11",0
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",0
"2025-02-18",0
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",0.4799
"2025-02-26",15.9694
"2025-02-27",15.6556
"2025-02-28",18.8655
"2025-03-01",6.8024
"2025-03-02",0.0002
"2025-03-03",6.6482
"2025-03-04",5.2303
"2025-03-05",0
"2025-03-06",0
"2025-03-07",0
"2025-03-08",0
"2025-03-09",0
"2025-03-10",4.2853
"2025-03-11",24.894
"2025-03-12",0
"2025-03-13",0
"2025-03-14",0
"2025-03-15",1.4612
"2025-03-16",4.6386
"2025-03-17",5.6871
"2025-03-18",0.4478
"2025-03-19",3.7051
"2025-03-20",0.6515
"2025-03-21",0
"2025-03-22",0.351
"2025-03-23",1.9207
"2025-03-24",0
"2025-03-25",2.0005
"2025-03-26",3.7731
"2025-03-27",0.2042
"2025-03-28",0.9596
"2025-03-29",0
"2025-03-30",0
"2025-03-31",0.4116
"2025-04-01",7.6607
"2025-04-02",15.5532
"2025-04-03",14.1799
"2025-04-04",8.9116
"2025-04-05",10.2604
"2025-04-06",19.1153
"2025-04-07",5.5458
"2025-04-08",2.8948
"2025-04-09",1.0984
"2025-04-10",8.806
"2025-04-11",0
"2025-04-12",0
"2025-04-13",0.7795
"2025-04-14",5.5073
"2025-04-15",0.6044
"2025-04-16",5.1331
"2025-04-17",0.3816
"2025-04-18",2.2287
"2025-04-19",2.0206
"2025-04-20",0.7655
"2025-04-21",5.5814
"2025-04-22",3.0144
"2025-04-23",3.5725
"2025-04-24",4.8833
"2025-04-25",9.0117
"2025-04-26",5.8036
"2025-04-27",13.9524
"2025-04-28",15.442
"2025-04-29",15.5918
"2025-04-30",10.292
"2025-05-01",0.6556
"2025-05-02",10.143
"2025-05-03",1.2882
"2025-05-04",0.0101
"2025-05-05",12.5351
"2025-05-06",5.587
"2025-05-07",4.7214
"2025-05-08",1.6327
"2025-05-09",8.0782
"2025-05-10",3.6602
"2025-05-11",0
"2025-05-12",0
"2025-05-13",0.3592
"2025-05-14",10.2889
"2025-05-15",14.9181
"2025-05-16",20.8517
"2025-05-17",15.767
"2025-05-18",5.9632
"2025-05-19",17.3687
"2025-05-20",2.7403
"2025-05-21",0
"2025-05-22",0.5275
"2025-05-23",0
"2025-05-24",4.5573
"2025-05-25",0.6582
"2025-05-26",2.2667
"2025-05-27",1.09
"2025-05-28",0
"2025-05-29",0
"2025-05-30",0
"2025-05-31",0
"2025-06-01",0.0089
"2025-06-02",0.0694
"2025-06-03",0.055
"2025-06-04",0
"2025-06-05",7.5406
"2025-06-06",0
"2025-06-07",0
"2025-06-08",0.0007
"2025-06-09",0.0024
"2025-06-10",0
"2025-06-11",0.0367
"2025-06-12",0.0312
"2025-06-13",0.0377
"2025-06-14",0.0484
"2025-06-15",0.0431
"2025-06-16",0
"2025-06-17",0
"2025-06-18",0
"2025-06-19",0
"2025-06-20",0
"2025-06-21",0
"2025-06-22",0.0754
"2025-06-23",0
"2025-06-24",0
"2025-06-25",0
"2025-06-26",0.0063
"2025-06-27",0
"2025-06-28",0.2761
"2025-06-29",0
"2025-06-30",0.0074
"2025-07-01",0.0186
"2025-07-02",0.0168
"2025-07-03",0.5796
"2025-07-04",0.147
"2025-07-05",0.0605
"2025-07-06",0
"2025-07-07",0
"2025-07-08",0
"2025-07-09",0
"2025-07-10",0.6109
"2025-07-11",0.008
"2025-07-12",0.0367
"2025-07-13",0
"2025-07-14",0
"2025-07-15",0.3946
"2025-07-16",0.0892
"2025-07-17",0.1859
"2025-07-18",2.8222
"2025-07-19",0.6554
"2025-07-20",0.36
"2025-07-21",0.0062
"2025-07-22",0
"2025-07-23",0.6179
"2025-07-24",1.9345
"2025-07-25",0.865
"2025-07-26",1.9777
"2025-07-27",0
"2025-07-28",0
"2025-07-29",0
"2025-07-30",0.114
"2025-07-31",0.0329
"2025-08-01",5.2147
"2025-08-02",9.4579
"2025-08-03",4.6104
"2025-08-04",2.3949
"2025-08-05",0
"2025-08-06",1.3097
"2025-08-07",0
"2025-08-08",0.5327
"2025-08-09",0.4018
"2025-08-10",0.6304
"2025-08-11",0.0527
"2025-08-12",1.0904
"2025-08-13",0
"2025-08-14",0
"2025-08-15",0.0055
"2025-08-16",1.7087
"2025-08-17",2.6531
"2025-08-18",0.8851
"2025-08-19",0
"2025-08-20",0
"2025-08-21",1.209
"2025-08-22",3.2791
"2025-08-23",0.375
"2025-08-24",0
"2025-08-25",6.9751
"2025-08-26",0
"2025-08-27",0
"2025-08-28",0
"2025-08-29",0
"2025-08-30",0
"2025-08-31",0.4314
"2025-09-01",0
"2025-09-02",0.0698
"2025-09-03",0
"2025-09-04",0
"2025-09-05",0.1046
"2025-09-06",8.017
"2025-09-07",8.4591
"2025-09-08",10.9815
"2025-09-09",7.2983
"2025-09-10",0.759
"2025-09-11",0
"2025-09-12",1.5143
"2025-09-13",0
"2025-09-14",1.6082
"2025-09-15",4.7734
"2025-09-16",2.8587
"2025-09-17",8.4834
"2025-09-18",4.9148
"2025-09-19",3.9115
"2025-09-20",0
"2025-09-21",0.2187
"2025-09-22",0.3247
"2025-09-23",0
"2025-09-24",0
"2025-09-25",0
"2025-09-26",0
"2025-09-27",0
"2025-09-28",0.0061
"2025-09-29",0.1629
"2025-09-30",0.9216
"2025-10-01",0.4182
"2025-10-02",0
"2025-10-03",4.5612
"2025-10-04",10.8877
"2025-10-05",7.8142
"2025-10-06",3.9258
"2025-10-07",5.5149
"2025-10-08",7.5175
"2025-10-09",5.9054
"2025-10-10",4.5259
"2025-10-11",3.5628
"2025-10-12",6.2856
"2025-10-13",6.4726
"2025-10-14",6.4048
"2025-10-15",14.1056
"2025-10-16",4.0621
"2025-10-17",16.3807
"2025-10-18",3.2851
"2025-10-19",25.9574
"2025-10-20",44.299
"2025-10-21",19.8822
"2025-10-22",0
"2025-10-23",1.6721
"2025-10-24",27.6802
"2025-10-25",2.8956
"2025-10-26",10.3584
"2025-10-27",18.2573
"2025-10-28",0.5163
"2025-10-29",0
"2025-10-30",0
"2025-10-31",0
"2025-11-01",0.4454
"2025-11-02",0
"2025-11-03",0
"2025-11-04",3.6341
"2025-11-05",0.9287
"2025-11-06",14.2735
"2025-11-07",4.8103
"2025-11-08",0.3875
"2025-11-09",0
"2025-11-10",5.4379
"2025-11-11",8.6693
"2025-11-12",6.5051
"2025-11-13",18.9614
"2025-11-14",1.1965
"2025-11-15",1.4038
"2025-11-16",22.4416
"2025-11-17",22.4879
"2025-11-18",2.5123
"2025-11-19",0.1003
"2025-11-20",13.9951
"2025-11-21",7.8146
"2025-11-22",16.7019
"2025-11-23",36.8164
"2025-11-24",42.9764
"2025-11-25",12.4098
"2025-11-26",14.4798
"2025-11-27",72.237
"2025-11-28",67.8477
"2025-11-29",6.0907
