,"(mm) Precipitation (CHIRPS) at Colombo, 2007-01-01 to 2025-12-31"
"2008-06-15",0
"2008-06-16",1.0009
"2008-06-17",0
"2008-06-18",1.8887
"2008-06-19",11.808
"2008-06-20",10.353
"2008-06-21",14.8318
"2008-06-22",55.7363
"2008-06-23",20.762
"2008-06-24",34.2256
"2008-06-25",16.8311
"2008-06-26",1.003
"2008-06-27",0
"2008-06-28",0
"2008-06-29",27.8356
"2008-06-30",0
"2008-07-01",18.8184
"2008-07-02",0
"2008-07-03",6.3333
"2008-07-04",0.517
"2008-07-05",0.6073
"2008-07-06",5.3786
"2008-07-07",5.4573
"2008-07-08",14.7738
"2008-07-09",0
"2008-07-10",0
"2008-07-11",0.6278
"2008-07-12",13.0101
"2008-07-13",0.8288
"2008-07-14",11.9177
"2008-07-15",46.3604
"2008-07-16",4.9322
"2008-07-17",0
"2008-07-18",68.6352
"2008-07-19",0
"2008-07-20",0.207
"2008-07-21",33.2145
"2008-07-22",21.8374
"2008-07-23",43.0244
"2008-07-24",0
"2008-07-25",0
"2008-07-26",9.0875
"2008-07-27",1.3443
"2008-07-28",38.6008
"2008-07-29",4.7476
"2008-07-30",11.4682
"2008-07-31",0
"2008-08-01",4.989
"2008-08-02",0.335
"2008-08-03",1.8947
"2008-08-04",0
"2008-08-05",0
"2008-08-06",0
"2008-08-07",0
"2008-08-08",0
"2008-08-09",3.9362
"2008-08-10",0.1066
"2008-08-11",0.0729
"2008-08-12",16.5259
"2008-08-13",0.3159
"2008-08-14",0.1094
"2008-08-15",0
"2008-08-16",4.1503
"2008-08-17",0.023
"2008-08-18",5.8728
"2008-08-19",0
"2008-08-20",0
"2008-08-21",6.8964
"2008-08-22",0
"2008-08-23",0.3604
"2008-08-24",14.6949
"2008-08-25",14.2334
"2008-08-26",20.9763
"2008-08-27",19.6349
"2008-08-28",16.2235
"2008-08-29",3.1867
"2008-08-30",9.3568
"2008-08-31",24.9331
"2008-09-01",0
"2008-09-02",0
"2008-09-03",13.8105
"2008-09-04",12.9421
"2008-09-05",24.2853
"2008-09-06",20.5131
"2008-09-07",31.1205
"2008-09-08",5.4202
"2008-09-09",0
"2008-09-10",0
"2008-09-11",15.5033
"2008-09-12",14.0217
"2008-09-13",0
"2008-09-14",0
"2008-09-15",1.571
"2008-09-16",0
"2008-09-17",0
"2008-09-18",0
"2008-09-19",0
"2008-09-20",0
"2008-09-21",0
"2008-09-22",0
"2008-09-23",0
"2008-09-24",0
"2008-09-25",8.6741
"2008-09-26",13.9123
"2008-09-27",1.516
"2008-09-28",2.7459
"2008-09-29",0
"2008-09-30",0
"2008-10-01",0
"2008-10-02",0
"2008-10-03",7.6674
"2008-10-04",10.3463
"2008-10-05",10.6762
"2008-10-06",12.4617
"2008-10-07",7.3048
"2008-10-08",12.0299
"2008-10-09",7.083
"2008-10-10",18.8901
"2008-10-11",7.1574
"2008-10-12",28.9555
"2008-10-13",16.5395
"2008-10-14",21.2997
"2008-10-15",13.4253
"2008-10-16",24.7918
"2008-10-17",19.9108
"2008-10-18",22.5367
"2008-10-19",36.796
"2008-10-20",34.3091
"2008-10-21",18.5293
"2008-10-22",39.2957
"2008-10-23",24.5422
"2008-10-24",3.3596
"2008-10-25",31.3973
"2008-10-26",0.6735
"2008-10-27",0.2202
"2008-10-28",0
"2008-10-29",0
"2008-10-30",0
"2008-10-31",0.3619
"2008-11-01",0
"2008-11-02",0
"2008-11-03",0
"2008-11-04",0
"2008-11-05",0
"2008-11-06",0
"2008-11-07",0.0228
"2008-11-08",9.6996
"2008-11-09",10.1971
"2008-11-10",20.1822
"2008-11-11",12.8601
"2008-11-12",9.1296
"2008-11-13",7.7407
"2008-11-14",3.2673
"2008-11-15",0
"2008-11-16",0
"2008-11-17",8.1432
"2008-11-18",5.9695
"2008-11-19",8.6299
"2008-11-20",17.4096
"2008-11-21",12.9379
"2008-11-22",5.3291
"2008-11-23",22.8786
"2008-11-24",28.3876
"2008-11-25",4.2582
"2008-11-26",9.4776
"2008-11-27",0.9647
"2008-11-28",6.8143
"2008-11-29",6.719
"2008-11-30",12.5614
"2008-12-01",24.0306
"2008-12-02",0
"2008-12-03",0
"2008-12-04",0
"2008-12-05",2.1447
"2008-12-06",5.8859
"2008-12-07",7.8344
"2008-12-08",21.5234
"2008-12-09",0.9523
"2008-12-10",7.5769
"2008-12-11",14.2655
"2008-12-12",1.0951
"2008-12-13",0
"2008-12-14",3.3458
"2008-12-15",9.5207
"2008-12-16",13.5307
"2008-12-17",10.55
"2008-12-18",7.61
"2008-12-19",2.1457
"2008-12-20",0
"2008-12-21",0
"2008-12-22",0
"2008-12-23",0
"2008-12-24",0
"2008-12-25",0
"2008-12-26",0
"2008-12-27",0
"2008-12-28",0
"2008-12-29",0
"2008-12-30",0
"2008-12-31",0
"2009-01-01",0
"2009-01-02",0
"2009-01-03",0
"2009-01-04",0
"2009-01-05",0
"2009-01-06",3.8843
"2009-01-07",0.0129
"2009-01-08",1.9896
"2009-01-09",12.8105
"2009-01-10",2.8724
"2009-01-11",0
"2009-01-12",0
"2009-01-13",0
"2009-01-14",0
"2009-01-15",0
"2009-01-16",0
"2009-01-17",0
"2009-01-18",0
"2009-01-19",0
"2009-01-20",0
"2009-01-21",0
"2009-01-22",0
"2009-01-23",0
"2009-01-24",0
"2009-01-25",6.8228
"2009-01-26",0
"2009-01-27",14.1981
"2009-01-28",10.7664
"2009-01-29",2.5853
"2009-01-30",0
"2009-01-31",0
"2009-02-01",0
"2009-02-02",0
"2009-02-03",0
"2009-02-04",0
"2009-02-05",0
"2009-02-06",0
"2009-02-07",0
"2009-02-08",0
"2009-02-09",0
"2009-02-10",0
"2009-02-11",0
"2009-02-12",0
"2009-02-13",0
"2009-02-14",0
"2009-02-15",0
"2009-02-16",0
"2009-02-17",0
"2009-02-18",0
"2009-02-19",0
"2009-02-20",0
"2009-02-21",4.5306
"2009-02-22",0.5239
"2009-02-23",22.4972
"2009-02-24",8.1341
"2009-02-25",9.1942
"2009-02-26",0
"2009-02-27",3.6229
"2009-02-28",0
"2009-03-01",0
"2009-03-02",0
"2009-03-03",0
"2009-03-04",0
"2009-03-05",3.923
"2009-03-06",0.183
"2009-03-07",6.9588
"2009-03-08",24.487
"2009-03-09",19.8792
"2009-03-10",18.6383
"2009-03-11",15.5804
"2009-03-12",14.0819
"2009-03-13",23.3689
"2009-03-14",28.1533
"2009-03-15",0
"2009-03-16",0
"2009-03-17",7.0475
"2009-03-18",0
"2009-03-19",0
"2009-03-20",17.5483
"2009-03-21",5.2734
"2009-03-22",0
"2009-03-23",12.0881
"2009-03-24",22.4383
"2009-03-25",5.4586
"2009-03-26",13.552
"2009-03-27",10.23
"2009-03-28",0.086
"2009-03-29",8.3349
"2009-03-30",21.5574
"2009-03-31",0.3292
"2009-04-01",8.9714
"2009-04-02",4.3837
"2009-04-03",6.6035
"2009-04-04",14.1767
"2009-04-05",13.6017
"2009-04-06",11.4592
"2009-04-07",11.2957
"2009-04-08",11.3594
"2009-04-09",24.4473
"2009-04-10",25.1597
"2009-04-11",40.1697
"2009-04-12",1.0869
"2009-04-13",25.8408
"2009-04-14",0.1632
"2009-04-15",0.8889
"2009-04-16",0
"2009-04-17",0
"2009-04-18",0
"2009-04-19",0
"2009-04-20",0
"2009-04-21",0
"2009-04-22",11.7717
"2009-04-23",1.579
"2009-04-24",0
"2009-04-25",0
"2009-04-26",1.318
"2009-04-27",0.2238
"2009-04-28",0.9731
"2009-04-29",5.226
"2009-04-30",0
"2009-05-01",0
"2009-05-02",0
"2009-05-03",0
"2009-05-04",0
"2009-05-05",3.1566
"2009-05-06",10.8571
"2009-05-07",10.6408
"2009-05-08",32.8053
"2009-05-09",7.4462
"2009-05-10",14.1328
"2009-05-11",0
"2009-05-12",28.8062
"2009-05-13",10.1407
"2009-05-14",1.2465
"2009-05-15",0.4375
"2009-05-16",18.0215
"2009-05-17",3.1227
"2009-05-18",7.1938
"2009-05-19",44.7499
"2009-05-20",33.2352
"2009-05-21",13.8247
"2009-05-22",12.0826
"2009-05-23",8.5339
"2009-05-24",0
"2009-05-25",5.5257
"2009-05-26",26.6892
"2009-05-27",0.5304
"2009-05-28",0
"2009-05-29",0
"2009-05-30",29.7865
"2009-05-31",7.1525
"2009-06-01",0
"2009-06-02",0
"2009-06-03",0
"2009-06-04",0
"2009-06-05",30.3859
"2009-06-06",13.173
"2009-06-07",20.756
"2009-06-08",8.9134
"2009-06-09",0
"2009-06-10",0
"2009-06-11",7.9306
"2009-06-12",23.3858
"2009-06-13",3.2939
"2009-06-14",2.2407
"2009-06-15",0
"2009-06-16",0.3092
"2009-06-17",2.4269
"2009-06-18",34.8974
"2009-06-19",53.162
"2009-06-20",19.3625
"2009-06-21",0
"2009-06-22",0.8013
"2009-06-23",0.3504
"2009-06-24",20.568
"2009-06-25",37.7081
"2009-06-26",23.0877
"2009-06-27",29.5712
"2009-06-28",23.6712
"2009-06-29",56.3982
"2009-06-30",18.191
"2009-07-01",8.7822
"2009-07-02",0
"2009-07-03",0
"2009-07-04",0
"2009-07-05",5.2014
"2009-07-06",33.5126
"2009-07-07",1.4196
"2009-07-08",0.0753
"2009-07-09",0
"2009-07-10",0
"2009-07-11",0
"2009-07-12",0
"2009-07-13",0
"2009-07-14",22.6158
"2009-07-15",7.2586
"2009-07-16",13.962
"2009-07-17",54.9936
"2009-07-18",0
"2009-07-19",3.9864
"2009-07-20",0
"2009-07-21",0
"2009-07-22",0
"2009-07-23",0
"2009-07-24",5.969
"2009-07-25",8.3283
"2009-07-26",12.2021
"2009-07-27",0
"2009-07-28",0.2599
"2009-07-29",0.7186
"2009-07-30",12.7727
"2009-07-31",0.8748
"2009-08-01",2.2202
"2009-08-02",3.6224
"2009-08-03",1.2727
"2009-08-04",0
"2009-08-05",0
"2009-08-06",0
"2009-08-07",9.4466
"2009-08-08",3.741
"2009-08-09",0
"2009-08-10",0
"2009-08-11",0
"2009-08-12",9.908
"2009-08-13",10.9612
"2009-08-14",13.5524
"2009-08-15",23.9776
"2009-08-16",51.5698
"2009-08-17",18.1983
"2009-08-18",7.4385
"2009-08-19",22.3995
"2009-08-20",21.5836
"2009-08-21",18.4724
"2009-08-22",13.1124
"2009-08-23",0
"2009-08-24",0
"2009-08-25",0
"2009-08-26",4.5051
"2009-08-27",1.2528
"2009-08-28",8.1159
"2009-08-29",15.9474
"2009-08-30",8.1355
"2009-08-31",1.6616
"2009-09-01",0
"2009-09-02",38.3682
"2009-09-03",0
"2009-09-04",5.0518
"2009-09-05",4.4337
"2009-09-06",18.5221
"2009-09-07",0
"2009-09-08",0
"2009-09-09",0
"2009-09-10",0
"2009-09-11",0
"2009-09-12",0
"2009-09-13",0.2032
"2009-09-14",0
"2009-09-15",0
"2009-09-16",0
"2009-09-17",0.1665
"2009-09-18",103.3592
"2009-09-19",0
"2009-09-20",0.1676
"2009-09-21",14.9879
"2009-09-22",7.6619
"2009-09-23",36.7947
"2009-09-24",0
"2009-09-25",0
"2009-09-26",0
"2009-09-27",0
"2009-09-28",8.2174
"2009-09-29",14.6767
"2009-09-30",0.431
"2009-10-01",14.2676
"2009-10-02",65.4572
"2009-10-03",4.3542
"2009-10-04",0
"2009-10-05",0
"2009-10-06",0
"2009-10-07",0.7522
"2009-10-08",0
"2009-10-09",0
"2009-10-10",0
"2009-10-11",6.6316
"2009-10-12",24.8356
"2009-10-13",9.0214
"2009-10-14",35.7715
"2009-10-15",0.1759
"2009-10-16",10.6906
"2009-10-17",0.4831
"2009-10-18",29.8333
"2009-10-19",9.8205
"2009-10-20",20.7587
"2009-10-21",0.6113
"2009-10-22",0
"2009-10-23",0
"2009-10-24",0.1963
"2009-10-25",0.2184
"2009-10-26",14.0523
"2009-10-27",16.969
"2009-10-28",23.6282
"2009-10-29",17.5566
"2009-10-30",10.6147
"2009-10-31",25.2342
"2009-11-01",7.4943
"2009-11-02",19.6253
"2009-11-03",11.1943
"2009-11-04",13.2033
"2009-11-05",13.7113
"2009-11-06",40.5846
"2009-11-07",13.0817
"2009-11-08",25.704
"2009-11-09",34.4585
"2009-11-10",0
"2009-11-11",0
"2009-11-12",23.5555
"2009-11-13",26.2944
"2009-11-14",27.4055
"2009-11-15",17.853
"2009-11-16",0.2127
"2009-11-17",51.1622
"2009-11-18",20.0247
"2009-11-19",20.6047
"2009-11-20",36.2802
"2009-11-21",14.0393
"2009-11-22",15.9496
"2009-11-23",0
"2009-11-24",19.6442
"2009-11-25",10.7452
"2009-11-26",0.0773
"2009-11-27",0
"2009-11-28",0
"2009-11-29",1.1954
"2009-11-30",22.0419
"2009-12-01",19.186
"2009-12-02",16.0196
"2009-12-03",8.2184
"2009-12-04",13.3075
"2009-12-05",6.4881
"2009-12-06",10.3986
"2009-12-07",5.2238
"2009-12-08",1.3587
"2009-12-09",1.9277
"2009-12-10",0
"2009-12-11",0
"2009-12-12",7.9983
"2009-12-13",7.5752
"2009-12-14",5.2958
"2009-12-15",10.1629
"2009-12-16",0
"2009-12-17",1.4057
"2009-12-18",11.0081
"2009-12-19",14.3559
"2009-12-20",2.8631
"2009-12-21",0.7995
"2009-12-22",3.7664
"2009-12-23",0
"2009-12-24",10.8763
"2009-12-25",4.9714
"2009-12-26",6.3614
"2009-12-27",6.536
"2009-12-28",6.6036
"2009-12-29",6.1356
"2009-12-30",0.4053
"2009-12-31",0.0592
"2010-01-01",0
"2010-01-02",0
"2010-01-03",9.8309
"2010-01-04",0
"2010-01-05",0
"2010-01-06",0
"2010-01-07",0
"2010-01-08",19.2791
"2010-01-09",2.7234
"2010-01-10",0
"2010-01-11",1.0205
"2010-01-12",16.7372
"2010-01-13",19.3729
"2010-01-14",8.876
"2010-01-15",0
"2010-01-16",12.5508
"2010-01-17",7.594
"2010-01-18",3.4472
"2010-01-19",0.0054
"2010-01-20",0
"2010-01-21",0
"2010-01-22",0
"2010-01-23",0
"2010-01-24",0
"2010-01-25",0
"2010-01-26",0
"2010-01-27",4.649
"2010-01-28",0
"2010-01-29",0
"2010-01-30",0
"2010-01-31",13.0602
"2010-02-01",25.5855
"2010-02-02",0
"2010-02-03",0
"2010-02-04",0
"2010-02-05",0
"2010-02-06",0
"2010-02-07",0.1441
"2010-02-08",0
"2010-02-09",0
"2010-02-10",0.0924
"2010-02-11",11.647
"2010-02-12",0.5037
"2010-02-13",3.3925
"2010-02-14",0
"2010-02-15",0
"2010-02-16",8.9872
"2010-02-17",7.7447
"2010-02-18",0
"2010-02-19",0
"2010-02-20",0
"2010-02-21",0
"2010-02-22",0
"2010-02-23",1.4949
"2010-02-24",0
"2010-02-25",0
"2010-02-26",0
"2010-02-27",0
"2010-02-28",0
"2010-03-01",0
"2010-03-02",0
"2010-03-03",0
"2010-03-04",0
"2010-03-05",0
"2010-03-06",0
"2010-03-07",0
"2010-03-08",0
"2010-03-09",0
"2010-03-10",0
"2010-03-11",0
"2010-03-12",0
"2010-03-13",14.8198
"2010-03-14",4.025
"2010-03-15",0
"2010-03-16",0
"2010-03-17",0
"2010-03-18",4.6787
"2010-03-19",7.945
"2010-03-20",0
"2010-03-21",0
"2010-03-22",0
